Index,EmpCode,EState,Division,CropType,Field,Area (Ha),NumberOfTree,Type
1055,1093830,EST,MD,T,GM10,1.5,19425,C
1056,1099991,EST,MD,T,GM11,2.0,26000,C
1057,1098880,EST,MD,T,GM12,3.0,26000,C
1058,1104738,EST,MD,T,4E,0.5,6500,R
1059,1104839,EST,MD,T,C4,0.8,9302,C
1060,1104940,EST,MD,T,C4FM,0.8,12500,C
1061,1105041,EST,MD,T,CMDG,2.0,26000,C
1062,1105142,EST,MD,T,COTH,0.8,9302,C
1063,1105243,EST,MD,T,C4KV,2.0,27000,C
1064,1105344,EST,MD,T,GM10,1.5,19425,C
1065,1105445,EST,MD,T,GM11,2.0,26000,C
1066,1105546,EST,MD,T,GM12,3.0,26000,C
1067,1105647,EST,MD,T,4E,0.5,6500,R
1068,1105748,EST,MD,T,C4,0.8,9302,C
1069,1106051,EST,MD,T,C4FM,0.8,12500,C
1070,1106152,EST,MD,T,CMDG,2.0,26000,C
1071,1106253,EST,MD,T,COTH,0.8,9302,C
1072,1106354,EST,MD,T,C4KV,2.0,27000,C
1073,1106455,EST,MD,T,GM10,1.5,19425,C
1074,827796,EST,MD,T,GM11,2.0,26000,C
1075,827897,EST,MD,T,GM12,3.0,26000,C
1076,827998,EST,MD,T,4E,0.5,6500,R
1077,828200,EST,MD,T,CMDG,2.0,26000,C
1078,828402,EST,MD,T,COTH,0.8,9302,C
1079,828503,EST,MD,T,C4KV,2.0,27000,C
1080,828604,EST,MD,T,GM10,1.5,19425,C
1081,828705,EST,MD,T,GM11,2.0,26000,C
1082,828806,EST,MD,T,GM12,3.0,26000,C
1083,828907,EST,MD,T,4E,0.5,6500,R
1084,829008,EST,MD,T,CMDG,2.0,26000,C
1085,1091103,EST,MD,T,COTH,0.8,9302,C
1086,1093426,EST,MD,T,C4KV,2.0,27000,C
1087,1093931,EST,MD,T,GM10,1.5,19425,C
1088,1098274,EST,MD,T,GM11,2.0,26000,C
1089,1098375,EST,MD,T,GM12,3.0,26000,C
1090,1098476,EST,MD,T,4E,0.5,6500,R
1091,1098678,EST,MD,T,CMDG,2.0,26000,C
1092,1098779,EST,MD,T,COTH,0.8,9302,C
1093,1098981,EST,MD,T,C4KV,2.0,27000,C
1094,124937,EST,MD,T,GM10,1.5,19425,C
1095,125038,EST,MD,T,GM11,2.0,26000,C
1096,125139,EST,MD,T,GM12,3.0,26000,C
1097,125240,EST,MD,T,4E,0.5,6500,R
1098,73730,EST,ST,T,8,2.0,23225,R
1099,79083,EST,ST,T,FW2,0.8,9257,C
1100,79184,EST,ST,T,5B,1.0,3882,R
1101,79386,EST,ST,T,C4CM,1.0,4500,C
1102,79588,EST,ST,T,C4HM,3.0,29000,C
1103,85042,EST,ST,T,8A,1.5,19425,R
1104,86254,EST,ST,T,5B,1.0,3882,R
1105,91304,EST,ST,T,C4JM,1.0,18000,C
1106,97970,EST,ST,T,FW2,0.8,9257,C
1107,99788,EST,ST,T,4AVP,1.8,24000,R
1108,101707,EST,ST,T,8,2.0,23225,R
1109,101808,EST,ST,T,FW2,0.8,9257,C
1110,102212,EST,ST,T,5B,1.0,3882,R
1111,102313,EST,ST,T,C4CM,1.0,4500,C
1112,103828,EST,ST,T,C4IV,3.0,40500,C
1113,104333,EST,ST,T,4AVP,1.8,24000,R
1114,104535,EST,ST,T,C4JM,1.0,18000,C
1115,105848,EST,ST,T,C4FV,0.8,13500,C
1116,105949,EST,ST,T,11,8.0,54000,R
1117,106656,EST,ST,T,C4LV,2.0,27000,C
1118,107060,EST,ST,T,11,8.0,54000,R
1119,107262,EST,ST,T,8A,1.5,19425,R
1120,107363,EST,ST,T,8,2.0,23225,R
1121,107767,EST,ST,T,5B,1.0,3882,R
1122,108070,EST,ST,T,8A,1.5,19425,R
1123,108171,EST,ST,T,8,2.0,23225,R
1124,108979,EST,ST,T,5B,1.0,3882,R
1125,109181,EST,ST,T,C4CM,1.0,4500,C
1126,109282,EST,ST,T,C7BV,1.0,13500,C
1127,109383,EST,ST,T,C4HM,3.0,29000,C
1128,109787,EST,ST,T,C4IV,3.0,40500,C
1129,110090,EST,ST,T,8,2.0,23225,R
1130,110393,EST,ST,T,FW2,0.8,9257,C
1131,116352,EST,ST,T,4AVP,1.8,24000,R
1132,116857,EST,ST,T,C4JM,1.0,18000,C
1133,117160,EST,ST,T,4AV,1.8,21000,R
1134,117261,EST,ST,T,C4LV,2.0,27000,C
1135,117362,EST,ST,T,C4FV,0.8,13500,C
1136,117766,EST,ST,T,11,8.0,54000,R
1137,118574,EST,ST,T,131,1.0,13500,R
1138,118675,EST,ST,T,8A,1.5,19425,R
1139,118877,EST,ST,T,8,2.0,23225,R
1140,118978,EST,ST,T,FW2,0.8,9257,C
1141,119281,EST,ST,T,5B,1.0,3882,R
1142,119382,EST,ST,T,C4CM,1.0,4500,C
1143,119483,EST,ST,T,C7BV,1.0,13500,C
1144,119685,EST,ST,T,C4HM,3.0,29000,C
1145,119887,EST,ST,T,C4IV,3.0,40500,C
1146,120089,EST,ST,T,4AVP,1.8,24000,R
1147,120291,EST,ST,T,8A,1.5,19425,R
1148,120392,EST,ST,T,8,2.0,23225,R
1149,120594,EST,ST,T,FW2,0.8,9257,C
1150,120695,EST,ST,T,5B,1.0,3882,R
1151,120796,EST,ST,T,C4CM,1.0,4500,C
1152,120897,EST,ST,T,C7BV,1.0,13500,C
1153,121099,EST,ST,T,C4HM,3.0,29000,C
1154,204929,EST,ST,T,C4IV,3.0,40500,C
1155,205131,EST,ST,T,4AVP,1.8,24000,R
1156,205232,EST,ST,T,C4JM,1.0,18000,C
1157,505101,EST,ST,T,4AV,1.8,21000,R
1158,505202,EST,ST,T,C4LV,2.0,27000,C
1159,505505,EST,ST,T,C4FV,0.8,13500,C
1160,505606,EST,ST,T,11,8.0,54000,R
1161,505707,EST,ST,T,8A,1.5,19425,R
1162,125341,EST,ST,T,8,2.0,23225,R
1163,125442,EST,ST,T,FW2,0.8,9257,C
1164,125543,EST,ST,T,5B,1.0,3882,R
1165,125644,EST,ST,T,C4CM,1.0,4500,C
1166,125745,EST,ST,T,C7BV,1.0,13500,C
1167,125846,EST,ST,T,C4HM,3.0,29000,C
1168,590749,EST,ST,T,C4IV,3.0,40500,C
1169,590850,EST,ST,T,4AVP,1.8,24000,R
1170,590951,EST,ST,T,8A,1.5,19425,R
1171,591052,EST,ST,T,8,2.0,23225,R
1172,591153,EST,ST,T,FW2,0.8,9257,C
1173,591254,EST,ST,T,5B,1.0,3882,R
1174,591355,EST,ST,T,C4CM,1.0,4500,C
1175,591456,EST,ST,T,C7BV,1.0,13500,C
1176,591557,EST,ST,T,C4HM,3.0,29000,C
1177,591658,EST,ST,T,C4IV,3.0,40500,C
1178,220988,EST,ST,T,4AVP,1.8,24000,R
1179,221089,EST,ST,T,C4JM,1.0,18000,C
1180,221190,EST,ST,T,4AV,1.8,21000,R
1181,221291,EST,ST,T,C4LV,2.0,27000,C
1182,221392,EST,ST,T,C4FV,0.8,13500,C
1183,221493,EST,ST,T,11,8.0,54000,R
1184,221594,EST,ST,T,131,1.0,13500,R
1185,1075549,EST,ST,T,8A,1.5,19425,R
1186,1076155,EST,ST,T,8A,1.5,19425,R
1187,1092719,EST,ST,T,8,2.0,23225,R
1188,1103425,EST,ST,T,FW2,0.8,9257,C
1189,1099082,EST,ST,T,5B,1.0,3882,R
1190,1099284,EST,ST,T,C4CM,1.0,4500,C
1191,1088174,EST,ST,T,C7BV,1.0,13500,C
1192,1092618,EST,ST,T,C4HM,3.0,29000,C
1193,1093022,EST,ST,T,C4IV,3.0,40500,C
1194,1089487,EST,ST,T,4AVP,1.8,24000,R
1195,1089588,EST,ST,T,8A,1.5,19425,R
1196,1089790,EST,ST,T,8,2.0,23225,R
1197,1089891,EST,ST,T,FW2,0.8,9257,C
1198,1089992,EST,ST,T,5B,1.0,3882,R
1199,1090093,EST,ST,T,C4CM,1.0,4500,C
1200,1090295,EST,ST,T,C7BV,1.0,13500,C
1201,1090497,EST,ST,T,C4HM,3.0,29000,C
1202,1090598,EST,ST,T,C4IV,3.0,40500,C
1203,1092416,EST,ST,T,4AVP,1.8,24000,R
1204,1093123,EST,ST,T,8A,1.5,19425,R
1205,1092214,EST,ST,T,8,2.0,23225,R
1206,1092517,EST,ST,T,FW2,0.8,9257,C
1207,1093527,EST,ST,T,5B,1.0,3882,R
1208,1093628,EST,ST,T,C4CM,1.0,4500,C
1209,1092820,EST,ST,T,C7BV,1.0,13500,C
1210,1093224,EST,ST,T,C4HM,3.0,29000,C
1211,1093325,EST,ST,T,C4IV,3.0,40500,C
1212,1076559,EST,ST,T,4AVP,1.8,24000,R
1213,1076660,EST,ST,T,8A,1.5,19425,R
1214,1103324,EST,ST,T,8,2.0,23225,R
1215,74134,EST,ST,T,FW2,0.8,9257,C
1216,708313,EST,ST,T,5B,1.0,3882,R
1217,815575,EST,ST,T,C4CM,1.0,4500,C
1218,118473,EST,ST,T,C7BV,1.0,13500,C
1219,207252,EST,ST,T,C4HM,3.0,29000,C
1220,209070,EST,ST,T,C4IV,3.0,40500,C
1221,211090,EST,ST,T,4AVP,1.8,24000,R
1222,211696,EST,ST,T,C4JM,1.0,18000,C
1223,212403,EST,ST,T,4AV,1.8,21000,R
1224,212908,EST,ST,T,C4LV,2.0,27000,C
1225,217150,EST,ST,T,C4FV,0.8,13500,C
1226,217756,EST,ST,T,11,8.0,54000,R
1227,217958,EST,ST,T,131,1.0,13500,R
1228,583073,EST,ST,T,8A,1.5,19425,R
1229,583275,EST,ST,T,8,2.0,23225,R
1230,586810,EST,ST,T,FW2,0.8,9257,C
1231,587012,EST,ST,T,5B,1.0,3882,R
1232,587719,EST,ST,T,C4CM,1.0,4500,C
1233,588527,EST,ST,T,C7BV,1.0,13500,C
1234,588729,EST,ST,T,C4HM,3.0,29000,C
1235,590042,EST,ST,T,C4IV,3.0,40500,C
1236,590143,EST,ST,T,4AVP,1.8,24000,R
1237,810222,EST,ST,T,C4JM,1.0,18000,C
1238,812040,EST,ST,T,8A,1.5,19425,R
1239,814868,EST,ST,T,8,2.0,23225,R
1240,815474,EST,ST,T,FW2,0.8,9257,C
1241,816585,EST,ST,T,5B,1.0,3882,R
1242,817292,EST,ST,T,C4CM,1.0,4500,C
1243,817595,EST,ST,T,C7BV,1.0,13500,C
1244,1073832,EST,ST,T,8A,1.5,19425,R
1245,1088073,EST,ST,T,8,2.0,23225,R
1246,1091204,EST,ST,T,FW2,0.8,9257,C
1247,1091709,EST,ST,T,5B,1.0,3882,R
1248,1091305,EST,ST,T,C4CM,1.0,4500,C
1249,1091608,EST,ST,T,C7BV,1.0,13500,C
1250,1091911,EST,ST,T,C4HM,3.0,29000,C
1251,1091002,EST,ST,T,C4IV,3.0,40500,C
1252,1091507,EST,ST,T,4AVP,1.8,24000,R
1253,1090699,EST,ST,T,8A,1.5,19425,R
1254,1090800,EST,ST,T,8,2.0,23225,R
1255,1090901,EST,ST,T,FW2,0.8,9257,C
1256,1091406,EST,ST,T,5B,1.0,3882,R
1257,1092012,EST,ST,T,C4CM,1.0,4500,C
1258,1078983,EST,ST,T,C7BV,1.0,13500,C
1259,1092315,EST,ST,T,C4HM,3.0,29000,C
1260,1098577,EST,ST,T,C4IV,3.0,40500,C
1261,1099183,EST,ST,T,4AVP,1.8,24000,R
1262,1099688,EST,ST,T,C4JM,1.0,18000,C
1263,1100092,EST,ST,T,4AV,1.8,21000,R
1264,1101102,EST,ST,T,C4LV,2.0,27000,C
1265,1101607,EST,ST,T,C4FV,0.8,13500,C
1266,1101708,EST,ST,T,11,8.0,54000,R
1267,1102011,EST,ST,T,131,1.0,13500,R
1268,1102516,EST,ST,T,8A,1.5,19425,R
1269,1103223,EST,ST,T,8,2.0,23225,R
1270,1099587,EST,ST,T,FW2,0.8,9257,C
1271,1100496,EST,ST,T,5B,1.0,3882,R
1272,1101001,EST,ST,T,C4CM,1.0,4500,C
1273,1101506,EST,ST,T,C7BV,1.0,13500,C
1274,1102415,EST,ST,T,C4HM,3.0,29000,C
1275,1103122,EST,ST,T,C4IV,3.0,40500,C
1276,1100193,EST,ST,T,4AVP,1.8,24000,R
1277,1100698,EST,ST,T,C4JM,1.0,18000,C
1278,1101203,EST,ST,T,4AV,1.8,21000,R
1279,1102718,EST,ST,T,C4LV,2.0,27000,C
1280,1102920,EST,ST,T,C4FV,0.8,13500,C
1281,1099486,EST,ST,T,11,8.0,54000,R
1282,1099890,EST,ST,T,131,1.0,13500,R
1283,1100395,EST,ST,T,8A,1.5,19425,R
1284,1100900,EST,ST,T,8,2.0,23225,R
1285,1101405,EST,ST,T,FW2,0.8,9257,C
1286,1101910,EST,ST,T,5B,1.0,3882,R
1287,1102314,EST,ST,T,C4CM,1.0,4500,C
1288,1102617,EST,ST,T,C7BV,1.0,13500,C
1289,1102819,EST,ST,T,C4HM,3.0,29000,C
1290,1103021,EST,ST,T,C4IV,3.0,40500,C
1291,1099385,EST,ST,T,4AVP,1.8,24000,R
1292,1099789,EST,ST,T,8A,1.5,19425,R
1293,1100294,EST,ST,T,8,2.0,23225,R
1294,1100799,EST,ST,T,FW2,0.8,9257,C
1295,1101304,EST,ST,T,5B,1.0,3882,R
1296,1101809,EST,ST,T,C4CM,1.0,4500,C
1297,1102112,EST,ST,T,C7BV,1.0,13500,C
1298,1102213,EST,ST,T,C4HM,3.0,29000,C
1299,1100597,EST,ST,T,C4IV,3.0,40500,C
1300,1079993,EST,ST,T,4AVP,1.8,24000,R
1301,1098173,EST,ST,T,C4JM,1.0,18000,C
1302,1083023,EST,ST,T,4AV,1.8,21000,R
1303,435310,EST,ST,T,C4LV,2.0,27000,C
1304,462681,EST,ST,T,C4FV,0.8,13500,C
1305,462883,EST,ST,T,11,8.0,54000,R
1306,463186,EST,ST,T,131,1.0,13500,R
1307,465206,EST,ST,T,8A,1.5,19425,R
1308,482780,EST,ST,T,8,2.0,23225,R
1309,516514,EST,ST,T,FW2,0.8,9257,C
1310,525907,EST,ST,T,5B,1.0,3882,R
1311,1075145,EST,ST,T,C4CM,1.0,4500,C
1312,1075246,EST,ST,T,C7BV,1.0,13500,C
1313,1075347,EST,ST,T,C4HM,3.0,29000,C
1314,1065954,EST,ST,T,C4IV,3.0,40500,C
1315,1080599,EST,ST,T,4AVP,1.8,24000,R
1316,1080700,EST,ST,T,C4JM,1.0,18000,C
1317,1080801,EST,ST,T,4AV,1.8,21000,R
1318,1086255,EST,ST,T,C4LV,2.0,27000,C
1319,1086659,EST,ST,T,C4FV,0.8,13500,C
1320,1086760,EST,ST,T,11,8.0,54000,R
1321,1087063,EST,ST,T,131,1.0,13500,R
1322,1081609,EST,ST,T,131,1.0,13500,R
1323,1081912,EST,ST,T,8A,1.5,19425,R
1324,1082417,EST,ST,T,8,2.0,23225,R
1325,1082518,EST,ST,T,FW2,0.8,9257,C
1326,1082720,EST,ST,T,5B,1.0,3882,R
1327,1082821,EST,ST,T,C4CM,1.0,4500,C
1328,1082922,EST,ST,T,C7BV,1.0,13500,C
1329,1079690,EST,ST,T,C4HM,3.0,29000,C
1330,1079892,EST,ST,T,C4IV,3.0,40500,C
1331,1080397,EST,ST,T,4AVP,1.8,24000,R
1332,1081003,EST,ST,T,8A,1.5,19425,R
1333,1081104,EST,ST,T,8,2.0,23225,R
1334,1081306,EST,ST,T,FW2,0.8,9257,C
1335,1079185,EST,ST,T,5B,1.0,3882,R
1336,1076458,EST,ST,T,C4CM,1.0,4500,C
1337,1085245,EST,ST,T,C7BV,1.0,13500,C
1338,1085447,EST,ST,T,C4HM,3.0,29000,C
1339,1085649,EST,ST,T,C4IV,3.0,40500,C
1340,1093729,EST,ST,T,4AVP,1.8,24000,R
1341,1096355,EST,ST,T,C4JM,1.0,18000,C
1342,1094133,EST,ST,T,4AV,1.8,21000,R
1343,1105849,EST,ST,T,C4LV,2.0,27000,C
1344,1105950,EST,ST,T,C4FV,0.8,13500,C
1345,826483,EST,ST,T,11,8.0,54000,R
1346,1087669,EST,ST,T,131,1.0,13500,R
1347,280780,EST,UD,T,9,6.3,48919,R
1348,300374,EST,UD,T,6B,0.8,9257,R
1349,300475,EST,UD,T,GEN,3.0,17631,R
1350,301384,EST,UD,T,OTH,0.8,9257,O
1351,302394,EST,UD,T,8B,0.3,2993,R
1352,310979,EST,UD,T,6,12.5,96063,R
1353,333502,EST,UD,T,10,16.0,124000,R
1354,352692,EST,UD,T,7A,0.8,9653,R
1355,353096,EST,UD,T,9,6.3,48919,R
1356,353298,EST,UD,T,6B,0.8,9257,R
1357,354712,EST,UD,T,6,12.5,96063,R
1358,362186,EST,UD,T,10,16.0,124000,R
1359,363499,EST,UD,T,7A,0.8,9653,R
1360,378548,EST,UD,T,5,5.0,31505,R
1361,378851,EST,UD,T,9,6.3,48919,R
1362,378952,EST,UD,T,6B,0.8,9257,R
1363,395920,EST,UD,T,GEN,3.0,17631,R
1364,396122,EST,UD,T,OTH,0.8,9257,O
1365,396324,EST,UD,T,6,12.5,96063,R
1366,396829,EST,UD,T,10,16.0,124000,R
1367,397637,EST,UD,T,7A,0.8,9653,R
1368,398344,EST,UD,T,5,5.0,31505,R
1369,398546,EST,UD,T,9,6.3,48919,R
1370,398748,EST,UD,T,6B,0.8,9257,R
1371,413090,EST,UD,T,GEN,3.0,17631,R
1372,417837,EST,UD,T,OTH,0.8,9257,O
1373,418443,EST,UD,T,8B,0.3,2993,R
1374,419049,EST,UD,V,VHR,0.5,5855,O
1375,419865,EST,UD,B,STL,5.0,31505,R
1376,420160,EST,UD,T,7A,0.8,9653,R
1377,420564,EST,UD,T,5,5.0,31505,R
1378,421978,EST,UD,T,9,6.3,48919,R
1379,424099,EST,UD,T,6,12.5,96063,R
1380,425614,EST,UD,T,10,16.0,124000,R
1381,430260,EST,UD,T,7A,0.8,9653,R
1382,432482,EST,UD,T,5,5.0,31505,R
1383,439047,EST,UD,T,6,12.5,96063,R
1384,439956,EST,UD,T,7A,0.8,9653,R
1385,444703,EST,UD,T,5,5.0,31505,R
1386,445208,EST,UD,T,9,6.3,48919,R
1387,445713,EST,UD,T,6B,0.8,9257,R
1388,447935,EST,UD,T,GEN,3.0,17631,R
1389,448238,EST,UD,T,OTH,0.8,9257,O
1390,449955,EST,UD,T,8B,0.3,2993,R
1391,451167,EST,UD,V,VHR,0.5,5855,O
1392,452177,EST,UD,B,STL,5.0,31505,R
1393,453490,EST,UD,T,6,12.5,96063,R
1394,453591,EST,UD,T,10,16.0,124000,R
1395,454601,EST,UD,T,7A,0.8,9653,R
1396,454702,EST,UD,T,5,5.0,31505,R
1397,454904,EST,UD,T,9,6.3,48919,R
1398,455813,EST,UD,T,6B,0.8,9257,R
1399,456015,EST,UD,T,GEN,3.0,17631,R
1400,457732,EST,UD,T,OTH,0.8,9257,O
1401,458136,EST,UD,T,6,12.5,96063,R
1402,458237,EST,UD,T,10,16.0,124000,R
1403,459449,EST,UD,T,7A,0.8,9653,R
1404,459550,EST,UD,T,5,5.0,31505,R
1405,464499,EST,UD,T,9,6.3,48919,R
1406,467125,EST,UD,T,6B,0.8,9257,R
1407,467327,EST,UD,T,GEN,3.0,17631,R
1408,467832,EST,UD,T,6,12.5,96063,R
1409,468034,EST,UD,T,10,16.0,124000,R
1410,468236,EST,UD,T,7A,0.8,9653,R
1411,468842,EST,UD,T,5,5.0,31505,R
1412,469044,EST,UD,T,9,6.3,48919,R
1413,469145,EST,UD,T,6B,0.8,9257,R
1414,469448,EST,UD,T,GEN,3.0,17631,R
1415,469549,EST,UD,T,OTH,0.8,9257,O
1416,469751,EST,UD,T,8B,0.3,2993,R
1417,471771,EST,UD,V,VHR,0.5,5855,O
1418,472175,EST,UD,B,STL,5.0,31505,R
1419,472478,EST,UD,T,7A,0.8,9653,R
1420,472579,EST,UD,T,5,5.0,31505,R
1421,473286,EST,UD,T,9,6.3,48919,R
1422,474296,EST,UD,T,6B,0.8,9257,R
1423,474599,EST,UD,T,GEN,3.0,17631,R
1424,474902,EST,UD,T,OTH,0.8,9257,O
1425,475104,EST,UD,T,8B,0.3,2993,R
1426,475407,EST,UD,V,VHR,0.5,5855,O
1427,480053,EST,UD,B,STL,5.0,31505,R
1428,480154,EST,UD,T,6,12.5,96063,R
1429,480255,EST,UD,T,10,16.0,124000,R
1430,480356,EST,UD,T,7A,0.8,9653,R
1431,480457,EST,UD,T,5,5.0,31505,R
1432,480861,EST,UD,T,9,6.3,48919,R
1433,480962,EST,UD,T,6B,0.8,9257,R
1434,481164,EST,UD,T,GEN,3.0,17631,R
1435,481568,EST,UD,T,OTH,0.8,9257,O
1436,481770,EST,UD,T,8B,0.3,2993,R
1437,484194,EST,UD,V,VHR,0.5,5855,O
1438,484598,EST,UD,B,STL,5.0,31505,R
1439,485305,EST,UD,T,5,5.0,31505,R
1440,485406,EST,UD,T,9,6.3,48919,R
1441,486820,EST,UD,T,6B,0.8,9257,R
1442,489749,EST,UD,T,GEN,3.0,17631,R
1443,489951,EST,UD,T,OTH,0.8,9257,O
1444,490153,EST,UD,T,6,12.5,96063,R
1445,490456,EST,UD,T,10,16.0,124000,R
1446,491365,EST,UD,T,7A,0.8,9653,R
1447,491567,EST,UD,T,5,5.0,31505,R
1448,492375,EST,UD,T,9,6.3,48919,R
1449,492678,EST,UD,T,6B,0.8,9257,R
1450,492880,EST,UD,T,GEN,3.0,17631,R
1451,497223,EST,UD,T,6,12.5,96063,R
1452,499445,EST,UD,T,10,16.0,124000,R
1453,500556,EST,UD,T,7A,0.8,9653,R
1454,500758,EST,UD,T,5,5.0,31505,R
1455,500960,EST,UD,T,9,6.3,48919,R
1456,504293,EST,UD,T,6B,0.8,9257,R
1457,504899,EST,UD,T,GEN,3.0,17631,R
1458,506616,EST,UD,T,5,5.0,31505,R
1459,507828,EST,UD,T,9,6.3,48919,R
1460,507929,EST,UD,T,6B,0.8,9257,R
1461,510252,EST,UD,T,GEN,3.0,17631,R
1462,511363,EST,UD,T,OTH,0.8,9257,O
1463,511464,EST,UD,T,6,12.5,96063,R
1464,511565,EST,UD,T,10,16.0,124000,R
1465,511969,EST,UD,T,7A,0.8,9653,R
1466,512171,EST,UD,T,5,5.0,31505,R
1467,512373,EST,UD,T,6B,0.8,9257,R
1468,512474,EST,UD,T,GEN,3.0,17631,R
1469,513888,EST,UD,T,6,12.5,96063,R
1470,515302,EST,UD,T,10,16.0,124000,R
1471,515403,EST,UD,T,7A,0.8,9653,R
1472,520655,EST,UD,T,5,5.0,31505,R
1473,520756,EST,UD,T,9,6.3,48919,R
1474,521059,EST,UD,T,6B,0.8,9257,R
1475,521160,EST,UD,T,GEN,3.0,17631,R
1476,521867,EST,UD,T,OTH,0.8,9257,O
1477,524493,EST,UD,T,8B,0.3,2993,R
1478,524695,EST,UD,T,5,5.0,31505,R
1479,524796,EST,UD,T,9,6.3,48919,R
1480,525099,EST,UD,T,6B,0.8,9257,R
1481,525200,EST,UD,T,GEN,3.0,17631,R
1482,525301,EST,UD,T,OTH,0.8,9257,O
1483,525402,EST,UD,T,6,12.5,96063,R
1484,525503,EST,UD,T,10,16.0,124000,R
1485,525604,EST,UD,T,7A,0.8,9653,R
1486,525705,EST,UD,T,5,5.0,31505,R
1487,526816,EST,UD,T,9,6.3,48919,R
1488,527321,EST,UD,T,6B,0.8,9257,R
1489,527523,EST,UD,T,GEN,3.0,17631,R
1490,527826,EST,UD,T,6,12.5,96063,R
1491,527927,EST,UD,T,10,16.0,124000,R
1492,530351,EST,UD,T,5,5.0,31505,R
1493,530553,EST,UD,T,9,6.3,48919,R
1494,530856,EST,UD,T,6B,0.8,9257,R
1495,530957,EST,UD,T,GEN,3.0,17631,R
1496,531058,EST,UD,T,OTH,0.8,9257,O
1497,531462,EST,UD,T,8B,0.3,2993,R
1498,531563,EST,UD,V,VHR,0.5,5855,O
1499,532472,EST,UD,B,STL,5.0,31505,R
1500,541764,EST,UD,T,5,5.0,31505,R
1501,541865,EST,UD,T,9,6.3,48919,R
1502,542168,EST,UD,T,6B,0.8,9257,R
1503,542370,EST,UD,T,5,5.0,31505,R
1504,542471,EST,UD,T,9,6.3,48919,R
1505,542572,EST,UD,T,6B,0.8,9257,R
1506,542875,EST,UD,T,GEN,3.0,17631,R
1507,543380,EST,UD,T,OTH,0.8,9257,O
1508,543481,EST,UD,T,6,12.5,96063,R
1509,543683,EST,UD,T,10,16.0,124000,R
1510,543784,EST,UD,T,7A,0.8,9653,R
1511,543986,EST,UD,T,5,5.0,31505,R
1512,544188,EST,UD,T,9,6.3,48919,R
1513,544390,EST,UD,T,6B,0.8,9257,R
1514,544693,EST,UD,T,GEN,3.0,17631,R
1515,545198,EST,UD,T,6,12.5,96063,R
1516,545400,EST,UD,T,10,16.0,124000,R
1517,545602,EST,UD,T,7A,0.8,9653,R
1518,545804,EST,UD,T,5,5.0,31505,R
1519,546814,EST,UD,T,9,6.3,48919,R
1520,547117,EST,UD,T,6B,0.8,9257,R
1521,547218,EST,UD,T,GEN,3.0,17631,R
1522,547420,EST,UD,T,OTH,0.8,9257,O
1523,547521,EST,UD,T,8B,0.3,2993,R
1524,547925,EST,UD,V,VHR,0.5,5855,O
1525,548026,EST,UD,B,STL,5.0,31505,R
1526,548127,EST,UD,T,7A,0.8,9653,R
1527,548531,EST,UD,T,5,5.0,31505,R
1528,549642,EST,UD,T,9,6.3,48919,R
1529,550147,EST,UD,T,6B,0.8,9257,R
1530,554995,EST,UD,T,GEN,3.0,17631,R
1531,555096,EST,UD,T,OTH,0.8,9257,O
1532,557419,EST,UD,V,VHR,0.5,5855,O
1533,564792,EST,UD,B,STL,5.0,31505,R
1534,566004,EST,UD,T,6,12.5,96063,R
1535,568630,EST,UD,T,10,16.0,124000,R
1536,568731,EST,UD,T,7A,0.8,9653,R
1537,568832,EST,UD,T,5,5.0,31505,R
1538,568933,EST,UD,T,9,6.3,48919,R
1539,569236,EST,UD,T,6B,0.8,9257,R
1540,569741,EST,UD,T,GEN,3.0,17631,R
1541,569842,EST,UD,T,OTH,0.8,9257,O
1542,570852,EST,UD,T,8B,0.3,2993,R
1543,570953,EST,UD,V,VHR,0.5,5855,O
1544,574488,EST,UD,B,STL,5.0,31505,R
1545,574791,EST,UD,T,6,12.5,96063,R
1546,574892,EST,UD,T,10,16.0,124000,R
1547,574993,EST,UD,T,5,5.0,31505,R
1548,575195,EST,UD,T,9,6.3,48919,R
1549,575498,EST,UD,T,6B,0.8,9257,R
1550,575599,EST,UD,T,GEN,3.0,17631,R
1551,576104,EST,UD,T,OTH,0.8,9257,O
1552,576205,EST,UD,T,6,12.5,96063,R
1553,576710,EST,UD,T,10,16.0,124000,R
1554,1014747,EST,UD,T,7A,0.8,9653,R
1555,1016464,EST,UD,T,5,5.0,31505,R
1556,1016666,EST,UD,T,9,6.3,48919,R
1557,1017171,EST,UD,T,6B,0.8,9257,R
1558,1018181,EST,UD,T,GEN,3.0,17631,R
1559,1018888,EST,UD,T,6,12.5,96063,R
1560,1019191,EST,UD,T,10,16.0,124000,R
1561,1019292,EST,UD,T,7A,0.8,9653,R
1562,6062121,EST,UD,T,5,5.0,31505,R
1563,6062626,EST,UD,T,9,6.3,48919,R
1564,6063030,EST,UD,T,6B,0.8,9257,R
1565,6063131,EST,UD,T,GEN,3.0,17631,R
1566,6063232,EST,UD,T,OTH,0.8,9257,O
1567,1087972,EST,UD,T,8B,0.3,2993,R
1568,1091810,EST,UD,V,VHR,0.5,5855,O
1569,1094537,EST,UD,B,STL,5.0,31505,R
1570,1094032,EST,UD,T,7A,0.8,9653,R
1571,1094234,EST,UD,T,5,5.0,31505,R
1572,1094739,EST,UD,T,9,6.3,48919,R
1573,1094436,EST,UD,T,6B,0.8,9257,R
1574,1094335,EST,UD,T,GEN,3.0,17631,R
